users,text
starfish5800,@JoeBiden have you done that for the last 47 years?
Abrampeebles7,@JoeBiden The American people needs the help now instead of giving the money to the small businesses it's going on… https://t.co/VpPPOAHJID
dontuworre,@JoeBiden https://t.co/Ir676FzbhV
DirtyDunkyNY,@JoeBiden Then you can finally retire?  🤣🤣🤣🤣
DinoJDawson,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
uturnterry,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
susanmcgraw88,@JoeBiden When #AmyConeyBarrett is confirmed we will lose much more than ACA- women's right to choice- LGBGT rights… https://t.co/kcA5vUAiud
Mimi_Hkn,@JoeBiden Going strong!
emery_steve,@JoeBiden https://t.co/E9RnWUmcRa
SPolymathe,@JoeBiden Yikes! https://t.co/CciO8wYcdA
cfpodles,@JoeBiden https://t.co/GhtM2osvVA
lough_rich,@JoeBiden He forget a lot.  Joe will be 78 in January.  Why are the Dems. talking about a committee to review the 2… https://t.co/vwhGmcyG47
Luciferjesi,RT @bol_deb: @JoeBiden Voted Monday ✔ https://t.co/7Khsl8VGS6
waldog68,@JoeBiden Till you go away
Angie46554041,RT @jojobeebee1: @JoeBiden Doh... when did I write dis? 🤪 https://t.co/P3lz0LyKSW
PatriotRedwave,@JoeBiden Until we send you to a retirement home! #Trump2020
aquariumtom,"@JoeBiden Joe, you are running for Senate."
SirSoccer,@JoeBiden https://t.co/ihW3y9wcZp
WConservitive,"@JoeBiden Kansas:  want your taxes raise, want no borders, want amnesty and free healthcare for illegals, want pack… https://t.co/aHoMKpWyTN"
Lumiloox,@JoeBiden Why you do not move your Town Hall to Sunday night?
lowndes_thomas,"@JoeBiden Joe,  Except the Dem party which controls you (which you freely admitted) will implement socialized medic… https://t.co/Kh6T8rF0eE"
kfrost100,"@JoeBiden It's not really fair to call like a hundred people ""Florida."""
IIbfrank66,@JoeBiden A liar &amp; a crook with dementia is a bad combination. Put a lid on your campaign.
HartlessinTexas,@JoeBiden #TrumpPence2020
LBWorthi,@JoeBiden The media and all SIX supporters. . . . . a heartfelt Thanks! #sarcasm
SPolymathe,@JoeBiden Yikes!!! https://t.co/CciO8wYcdA
SchoenPhotog,@JoeBiden https://t.co/8FwEXpFmy2
NativeBoise,@JoeBiden Hey Joe will you pack Supreme Court?
SabitraDawadi,@JoeBiden Obama care is so expensive we couldn’t afford it. $500 per month 2 kids and one adult
jackedmech,@JoeBiden Hunter Cracks me up Joe!! https://t.co/1pTe6sh6A6
Shamany59,@JoeBiden That’s because it was a horrendous plan and because u and the B man lied to the people on so many levels.… https://t.co/oq5XCQkdgV
LisaShe96800714,@JoeBiden Well well well go you on camera this time Joe! https://t.co/0Wce5YD4X4
EtiwandaDutch,@JoeBiden Okay but that’s a long time and holy hell this shit is getting crazy!
SPolymathe,@JoeBiden What???? https://t.co/CciO8wYcdA
PatKopko,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
jimpsonseed,@JoeBiden I'm so glad that you silly little libs are getting your hopes up again.  I had so much fun watching you l… https://t.co/DPaZDCy38c
TereArce21,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
dontuworre,@JoeBiden Simple choice! https://t.co/hnMyh6Nu5f
alaimoa1981,@JoeBiden https://t.co/6GDeNXhNLi
DreamDystopian,@JoeBiden https://t.co/Z9p0X6YWkj
BackyardMaple,@JoeBiden Think you'll make it that long?
AngryCorinne,@JoeBiden One of the many reasons I'm voting for him. #Trump2020
HancharJohn,"@JoeBiden As is Trump , despite all the unhinged yelling “not my President”."
DJLazaroLeon1,@JoeBiden https://t.co/Ig3HiLa8xx  Follow the money.   Why is the news not reporting this?  Dark money is pushing f… https://t.co/j4fzNtcpeY
SpiroSma,@JoeBiden @KamalaHarris  https://t.co/DteRWSPVZI
Abrampeebles7,@JoeBiden When they taken found the small businesses they're giving money to the business owners put in their pocke… https://t.co/mZF9ItUhh7
emery_steve,@JoeBiden Obamacare doubled my premiums. It’s almost a mortgage payment.
JerryTheAngel,@JoeBiden #BoycottNBC will become a full time CNN and Democracy Now viewer. To reward Trump with a town hall platfo… https://t.co/48meFZaDM4
KingEdwardMo,@JoeBiden Yea bc big pharma paid you fucks. Now we the people have higher health care costs and if we don’t have he… https://t.co/EdpgOGdVKm
Jembystarlight,@JoeBiden @iamauntiesybil 97 days Till you move into your new house. https://t.co/hCjSlwzJhm
TxmanLC,@JoeBiden If the Affordable Care Act was so Affordable why did you borrow money from Obama when your son was sick?… https://t.co/iCKz8iPOlo
charlieyeongmi,"@JoeBiden So Joe, when you like become president n stuff can you like lift the sanctions on North Korea pwease? The… https://t.co/bb6XozWqPU"
777lesley7777,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
dog2787,"@JoeBiden President Trump has already improved it. Biden can't even improve himself, he is still after those little girls"
ablatt22,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
RoseHyd68825564,@JoeBiden I tried to tell you that Ukraine isn’t going away!
CuriousVikas,@JoeBiden No Joe . POTUS is a position that has world ramifications! It’s not like President of Republic of Tuvalu… https://t.co/pQJW0rTXy7
ericaannprobst,@JoeBiden I thought you called a lid... who is typing this for you?
WarpedWrapsInc,@JoeBiden Good
tyson_pugh,@JoeBiden Of course he does it's money in your pockets!
yoyobaba,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
1984fireman,@JoeBiden Segregationist joe lies.  Ps your running for President
Johnn62472649,@JoeBiden https://t.co/GLp2SBNVOC
p_perez73,@JoeBiden SOROS wants to destroy US and you are part of this plan
Caterinaisgreat,@JoeBiden Thank You 😊  #BidenHarrisToSaveAmerica  #BidenHarrisLandslide2020
LarryCorbin18,@JoeBiden No youll send us all into poverty !!!  You will lock down the country create  A ten to 20 year of depress… https://t.co/CrP23mRHsE
DeolLibra,@JoeBiden You are such a entrenched dinosaur.  Your hypocrisy is all we see
mhenderson1957,@JoeBiden THE REAL STORY TODAY! Obama and the Biden's sold out American resources in a deal benefiting China and Uk… https://t.co/R6FO9tJcbA
KeithTh28220516,"@JoeBiden Don’t forget, you told the guy in Ohio you don’t work for him!!"
bellesapepper37,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
CribNta,@JoeBiden Collusion and quid pro quo with Ukraine ? Hunter smoking crack and abusing trafficked women ? Hard email… https://t.co/fleist9sgG
isa_sangi,@JoeBiden Hunter coke https://t.co/Asfmrs5EGG
FDEV620,@JoeBiden https://t.co/KigoMdKDnU
schiffer5656,"@JoeBiden @ALJEEZW Go back to sleep, you woke up after the debate"
PaulaAn31290209,@JoeBiden https://t.co/JZgHXIjkgv
pcsnow23,@JoeBiden #M4AllNOW
mellowedat53,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Democracy20208,@JoeBiden @realDonaldTrump https://t.co/fDLkARVStd
DanielZweifelt,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Patrickscorpse,@JoeBiden Haha! Second times a charm?
Honey20870764,@JoeBiden Win for USA.
Freedom19006201,@JoeBiden You're gonna win your Senate seat JoJo!! I just know it.....😂😂😂😂😂 @realDonaldTrump
BenLongo5,@JoeBiden Till you lose
Buddy_LeeMOA,@JoeBiden 47 YEARS!!!
KevinBrooks8715,@JoeBiden In concept it that simple! I’m reality it’s very difficult! That’s why @realDonaldTrump refuses to do it!… https://t.co/LIZz4siptU
ColleenHutch59,"@JoeBiden Why should I vote for you when you plan business as usual - in other words, a government of, by and for c… https://t.co/kO3ZGS2EZh"
Atlas777777,@JoeBiden https://t.co/nUSw5pSJTI
AmericanPi3141,@JoeBiden Random and untrue speculation from a senile old man.
AboveThis666,"@JoeBiden Why do you need to fix it, what will you do to your UNaffordable Care Act?  Will it kick more people off,… https://t.co/uJbDI2L9ej"
BeachamHeaven,@JoeBiden @RonJeffords Slander!
Joel_Stuart,@JoeBiden Stimulus get it done
BelsonElaine,@JoeBiden @KamalaHarris How about in accordance with *democracy* ???!!! #BoycottNBC #BoycottNBC #BoycottNBC… https://t.co/yk8mZ8lPlZ
iwdaxa,@JoeBiden turn the lights off the party is over!
dwhite1979,@JoeBiden That’s it?! 😂
Erikag63227373,@JoeBiden And you have dementia and like kids. Love from Ireland 😊   Trump2020🙌🏻🤣
angela60129574,@JoeBiden in your dreams
mhenderson1957,@JoeBiden THE REAL STORY TODAY! Obama and the Biden's sold out American resources in a deal benefiting China and Uk… https://t.co/3yrBso18jj
ayekeler1,"@JoeBiden Most statistics disagree with you. Even if he does win, it wont be by popular vote. Abolish the electoral college :)"
nowayhaitch,RT @mcclusters: @JoeBiden Obamacare hurt companies very bad financially and ruined people's healthcare benefits.
PaulaAn31290209,@JoeBiden https://t.co/YCwhdPtp9a
eisenbrey_dave,@JoeBiden Didn't VP Biden strongly condem as racism the CV19 China travel restrictions and stumped for a longer eco… https://t.co/ykaEoQVyQh
MikeHun17920255,"@JoeBiden Bigger concern, Watch @JoeBiden short video saying @SocialSecurity and Medicare cuts are on the table....… https://t.co/0kt1Ff8sSR"
KimiSue62,@JoeBiden I never heard anyone complain about the cost of healthcare until Obamacare was passed. Friends of mine pa… https://t.co/GAHRNPX147
mikeysdreamin,@JoeBiden we need #MedicareForAll plain and simple.  That is yours and @KamalaHarris ‘s sure win.  And all@of… https://t.co/AXokcPc4Ow
shannon32030567,@JoeBiden How come congress is exempt for O care if it’s sooo good?
TruthTe89844013,@JoeBiden 14 people? Lmao
lmayberry14,"@JoeBiden Please come to Indiana, Joe!!"
Anna29971561,@JoeBiden https://t.co/P9xZAlQ6Fn
DJdub_dub,"RT @BethLynch2020: @JoeBiden 30 million uninsured, Joe. And millions more who can't afford their coverage. You aren't protecting Obamacare,…"
plsorrell123,RT @WEdwarda: @JoeBiden Yep...
Adeipho_,@JoeBiden haha #NotMyPresident
NPSusa,"@joebiden  More police officers died from coronavirus than gun violence, car accidents, heart attacks. Trump:  Coro… https://t.co/tzTEBvc9Kq"
RivetingM,"@JoeBiden Silly Joe, just let Trump keep making America great!  https://t.co/1CAR3D4CJu"
jackedmech,@JoeBiden Till you retire!
jo_calvan,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
gardld01,@JoeBiden You and your family ARE NOT ABOVE THE LAW https://t.co/O4rttL53OS
Patrici80977451,@JoeBiden Oh my god it’s true no one goes
mike02774396,"@JoeBiden According to the current Corona trends, less than a million will vote for you.  You won’t cast a ballot either.  Apparently."
a5jp5r,@JoeBiden Bacha lena apne america ko...20 din hai tere paas
Postalman,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
stacey_bitch,@JoeBiden please destroy obamacare! it destroyed my family of 5 insurance. you ruined private healthcare and small biz healthcare coverage.
mcrumr,@JoeBiden You have no idea what you're talking about....
ATX_fight_club,@JoeBiden Countdown to https://t.co/PGfBNlnsxs
SDWayway,@JoeBiden Please and thank you.
HannahB83964654,@JoeBiden HUGE disappointment joe eh?
PTrumpfan2020,@JoeBiden  better call up Ol corn pop to come help you cause he’s a bad dude 😂😂😂#WheresHunter #bidenknew  #badcornpop
McBarfson,"@JoeBiden Oh, Joe. we are going to win this thing. Unfortunately you'll be in GITMO when we do."
Gsllavigi,@JoeBiden He will make health care better
D1strategy,@JoeBiden Surprised you remembered......oh you were told... again!😂😂😂
binkymack,"@JoeBiden what about forcing everyone to get a vaccine ? Hmmm, deal breaker 😡"
StoryAvenueLLC,@JoeBiden BIDEN LIED! NEW EMAILS JUST RELEASED REVEAL AND PROVE THAT JOE BIDEN LIED WHEN HE SAID HE NEVER MET HIS S… https://t.co/Uicg90xR5m
JeMSinTexas,@JoeBiden So 10 more lids.  Thanks for the heads up.
JustinParsons17,@JoeBiden You’re ridiculous
FloridaNick3,@JoeBiden Wheres Hunter?
JohnCStratton1,@JoeBiden Let beat Dumptrump! Praying!
disa348,@JoeBiden No way you shuld be a president of america eaven th9 im from serbia
Election2o2o,RT @MatthewJshow: @JoeBiden Joe Biden's behavior is becoming worse as we approach the election.
newtonjf51,@JoeBiden Just don’t be overconfident Joe
blix_hanz,@JoeBiden @BidenInsultBot
aruntechone,@JoeBiden   Please take note https://t.co/s4WC0jMU9k
LarsWSchmidt,@JoeBiden But if they don't then they aren't black. You'll have the whitest America ever!
SueBongiovi,@JoeBiden official reply to the NYPost rag made up story abt “oh his emails” yet again. https://t.co/eYvwSPpTha
stargazersmith,"@JoeBiden Been there, done that."
Angie46554041,RT @Styx666Official: @JoeBiden Why would I want to vote for the Bush war pigs that control Kamala Harris?
NativeBoise,"@JoeBiden Stop the misinformation about Hunter! That is not a crack pipe, it’s a meth pipe. Get yo facts straight. https://t.co/JC46v9pZFj"
DHLmao,"@JoeBiden ""likely""  Just stop being pathetic already..."
Election2o2o,RT @ScottPresler: @JoeBiden Until we re-elect President Trump.
RReady96,@JoeBiden Yeah Obamacare sucks Joe. It has cost us thousands more a year.
ayankee_rv,@JoeBiden No one wants to see #DementiaJoe how about #ThankYouUkraine
bigfrogman,@JoeBiden 🤡 https://t.co/ploMdUYSK6
FCults,@JoeBiden That’ll be a great job!
Moe070107Larry,@JoeBiden Out of the 212 people there half of them are staffers
nxjero,@JoeBiden @realDonaldTrump @KamalaHarris @Mike_Pence @TheDemocrats @GOP first if I don’t vote for you I ain’t black… https://t.co/ef1AyGcJil
shannon32030567,"@JoeBiden If it was done correctly, we wouldn’t be having this conversation"
jarrodkoskey,"@JoeBiden That’s nice. Tell us more about your loser son, Hunter... please enlighten us on his and your crimes!"
originalpuiu,@JoeBiden You have zero knowledge on what they will tell you to do...Obamacare was a disaster. Berniecare is going to be the new disaster
randyguidry9,@JoeBiden Hey Joey is your healthcare ObamaCare? If so we will move on. Obviously it’s not doing well on your care
kevin96300313,@JoeBiden It needs destroying.   It’s been garbage from day 1
SpiroSma,@JoeBiden https://t.co/nkljIu3ptI
Carry_a_40,@JoeBiden Stop with the 47 years of lying.
Wolf28White,RT @ScottPresler: @JoeBiden Until we re-elect President Trump.
tquigsdownunder,@JoeBiden As simple as if you like your Dr. you can keep your Dr.
NCBS43,@JoeBiden https://t.co/cQarIgh2pl
Robert82354342,@JoeBiden @Alyssa_Milano https://t.co/fNsVOojkAX
matthewcsoup,"RT @LewPayne: @JoeBiden Hunter Biden, asleep with a crack pipe in his mouth.  It was his way of escaping dad's political bullshit. https://…"
gary_barker1,@JoeBiden Democrats want to destroy America. It’s that simple.
cfaybeard,@JoeBiden https://t.co/FcOJVrTcby
onlythefactssir,RT @ShironRedshift: @JoeBiden Trump’s attack on Hunter Biden during the first debate will only increase the already over-prevalent stigmati…
m_dongon127,@JoeBiden  Any comments?   https://t.co/Wpb9u1Rjrv
Muffy214,@JoeBiden https://t.co/IdM2aXs9Ke
1984fireman,@JoeBiden hey so now we find out you lied about meetings with foreign investors in Hunters company lies lies . Good… https://t.co/7GhXZTvAp3
FrancesHerod1,@JoeBiden And I guess you could have stoped the virus and have no deaths  what a joke
loustarski,@JoeBiden is a corrupt war criminal @realDonaldTrump sucks Banker Dick too https://t.co/44uQGnwcDX
ralphmacchihoe,RT @JoeBidenburns: @JoeBiden i’ll be a real one even if mfs is snakes 💯‼️
DigitalCoins4me,@JoeBiden Once you win by Blow Out and the Blue Tsunami sweeps through Congress you can create a plan that will rea… https://t.co/4bq1IE2MDx
hillig101,@JoeBiden Ukraine
AtomicValen,@JoeBiden https://t.co/1n02psk8Cd
TealfinsConsult,@JoeBiden Should have built on in when you were the VP!
RealAKing,@JoeBiden American democracy is at stake. Do Americans want: Loss of religious liberty? Loss of 2nd Amen rights?… https://t.co/AvT4tLtAPm
JpMaverick69,@JoeBiden Just like trump is.
MarvinGardner18,@JoeBiden https://t.co/q4IwCTiBHH
Frogs2destroyEm,@JoeBiden Put a lid on it Ukraine Joe.
authenetious8c,"@JoeBiden When politics gain tension, the innocent souls suffers a lot."
Chicken59894173,"@JoeBiden Joke Biden will never be my president, i don’t support socialism/communism in America https://t.co/PrfHd7v8yl"
theyloveximena,@JoeBiden YESSIIIRRR STAY ON THE GRIND
BWillDurred,"@JoeBiden Yes, but that lame-duck period is going to be harrowing"
Jamesr349,@JoeBiden Maybe Democrats should stop writing unconditional bills.. then you and follow can stop crying!
SpiroSma,@JoeBiden  https://t.co/IMpXJkjt4k
maracuchoarrech,@JoeBiden Jajajajajajajajaja jajajajajajajajaja jajajajajajajajaja jajajajajajajajaja jajajajajajajajaja jajajajaja… https://t.co/iMD7GNgvhZ
barkerswoof,@JoeBiden There all answering polling surveys !! 🤣🤣🤣🤣🤣
LisaShe96800714,"@JoeBiden Well, well, well! got you on camera this time! What do you have to say now??   https://t.co/0Wce5YD4X4"
MarvinGardner18,@JoeBiden https://t.co/0DxsjjfOIp
Utahsnowguy,@JoeBiden Quid pro
CubistSteveb,"@JoeBiden An Open Letter to Joe Biden  I write to strongly recommend that in a few weeks time, and in the years to… https://t.co/awKNBj2VS5"
kmac232323,"@JoeBiden Hit Trump, Giuliani , Bannon and JOSH HAWLEY @HawleyMO hard on this NY Post nonsense.  It debases the cou… https://t.co/qRontfJhTa"
kapowya,@JoeBiden GO JOE!
LloydOsten,@JoeBiden @mmpadellan Serious question: Why are Americans opposed to universal healthcare?
BasedMarsFren,@JoeBiden virgin mom cars vs. chad trump trucks https://t.co/2vilr9kIUJ
m92874556,@JoeBiden Lying Joe https://t.co/XJ2kvkM1JE
GardnerLou3920,@JoeBiden Obamacare sucks and it needs to be eliminated
TylerPearson12,@JoeBiden https://t.co/xSBFyw3b0n
MarvinGardner18,@JoeBiden https://t.co/srvpptaGTL
wakeywakies,@JoeBiden Indeed Joe indeed .. #Trump2020
KateY96258562,@JoeBiden https://t.co/8SmlaMGzL5
cameron_perera,@JoeBiden There’s nothing simple about Obamacare 😂
Leondelvillar3,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
TeamLeaderTrum1,@JoeBiden Or sooner #Ukraine #Russia #China #perpwalk
mcclusters,@JoeBiden Obamacare hurt companies very bad financially and ruined people's healthcare benefits.
FuckOffRetardo,@JoeBiden Biggest cap in 2020 #Trump2020
santana_mighty,"@JoeBiden Joe, call it the ACA."
Surferbabe1973,@JoeBiden 🤣🤣🤣
Hank_Tha_Tank_,@JoeBiden Only thing you may need to protect is your son. Trump will take care of the rest.  Shit is starting to hi… https://t.co/IKsFBZNCIT
maggiejones2305,@JoeBiden The UK is praying you win 🤞
TheLeftistDemon,"@JoeBiden Joe Biden and Donald Trump are both against Medicare for All and OK with 45,000+ Americans dying every ye… https://t.co/dN6gUHnpko"
ErbeJimmy,@JoeBiden You speak as though Trump brewed the virus 🦠 up in the White House basement
MamaOf_2Raptors,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX
MarvinGardner18,@JoeBiden https://t.co/DpaSFzkOvI
6850Paxton,@JoeBiden Both you &amp; your VP are FOR open borders and protecting illegal aliens by providing them asylum from crime… https://t.co/F069XFN5XQ
pinksparkle4all,RT @__DaBird__: @JoeBiden Hunter’s wondering if you’ve seen #bidenscrackpipe https://t.co/9zMkNpUIhC
onlythefactssir,RT @GardeniaCoast: @JoeBiden Texas get out and let your voice be heard.  VOTE!
Tadeusz58156806,@JoeBiden Na święty Dygdy czyli nigdy. Lub jeśli wolisz: ad Kalendas Graecas.
adri57ramos,@JoeBiden Why that name always? He is important because always in your mouth 👄 is! Stop 🛑 Sr. T to mention!
ladipastor,@JoeBiden Totally agree
BGrossmann32,@JoeBiden Hopefully in 3 more weeks we won’t have to look at you &amp; Harris’s face any more. Go back in the basement… https://t.co/eQIB7wHghz
SpiroSma,@JoeBiden https://t.co/61gwSSR6KE
xenocaust,@JoeBiden Good. Obamacare has taken my full time job and insurance away.
Lanie50115848,"@JoeBiden And worst of all i hear u say we, the people don't deserve to know what ur up to. My question is, why should i vote for you?"
djt2020_p,@JoeBiden Joe Biden sold out his country so his drug addict son could enrich himself.   He will do it again and the media cover for them!
rcman74,@JoeBiden Not very busy.
NeerajMaithel,@JoeBiden @JoeBiden will lose this election because of @SpeakerPelosi She has totally lost it! Time for her to retire gracefully
_CameronKyle,@JoeBiden 20 more days for a @realDonaldTrump victory !
AdemBekhit,@JoeBiden Am from Sudan 🇸🇩 #Joe_Biden2020🇺🇸🇸🇩🕊💕❤️🙏
sandie17,@JoeBiden There’s nothing there. It’s awful.
onlythefactssir,"RT @Zenber1: @JoeBiden To quote Obama: ""If young people would get out &amp; vote in numbers at least as large as people over 50 do, the world w…"
MarioHe77533093,@JoeBiden Except those who disagree with you or don’t want their rights removed #LiberalHypocrisy
Emilykehler3,@JoeBiden Biden you MUST move your town hall 1 hr later than trumps town hall People should HEAR BOTH of you Trump… https://t.co/oZys1Ml6Sb
rspat,@JoeBiden Your Twitter game sucks. Get better help
zwraithz,@JoeBiden https://t.co/1KjO7h1QfM
Demexit,RT @csiausukgov: @JoeBiden Never forget what Joe Biden did to Seal Team 6 #BenghaziAintGoingAway #Benghazi #Biden #SEALTeam6 #TRUMP2020
Mylifewithbubby,@JoeBiden @qwambybee
Malana26395065,@JoeBiden @finneas PERIODT JOE
mosesgolson,@JoeBiden Its over Biden Bros https://t.co/T9ZTybQlkv
AllisonJanel,@JoeBiden calls an early lid. Wonder why? https://t.co/x9ELoccJgM
MarvinGardner18,@JoeBiden https://t.co/m0zE8wSr8M
TopsailAdams,@JoeBiden We want better affordable free market health care. Joe you have to be better than this.
mirpaix,@JoeBiden Who can afford Obama care except the fully subsidized
pandoraCRW,@JoeBiden #BidenHarris2020 https://t.co/m2zH3qTXZ5
TheOgWAX,@JoeBiden Clap for that you bastards
lindensal,@JoeBiden @KamalaHarris Yup. NOT voting for you no matter how many times you play “Despacito”. 🙄🙄
Trophymad,"@JoeBiden Yes you will be, Mr. President!!!"
76kmssmk,@JoeBiden https://t.co/605lzh8z66
rnelson65721,"@JoeBiden Hey @JoeBiden , you gonna comment on this or just sweep it under the rug with all the other stories? https://t.co/ieS2bnwmbP"
woodstockdave,@JoeBiden So I’m losing my plan again?
Sageisconserva1,@JoeBiden come on man!
Justice_Rises,"RT @FOOL_NELSON: @JoeBiden met with @georgesoros and Special Envoy and Coordinator of International Energy Affairs @amoshochstein, at the @…"
kaivin7,RT @pdubdev: @JoeBiden Obamacare tripled my insurance premiums and raised my deductibles.   Please destroy it.
onlythefactssir,"RT @chipfranklin: @JoeBiden I don't know who needs to hear this, but you don't need to live in a blue state to vote for Joe Biden."
ana84708571,@JoeBiden https://t.co/KTUTxeFzBN
dhianre,@JoeBiden Biden
ZakkChromeHeart,@JoeBiden In your dreams sleepy joe
JonEricPDX,@JoeBiden Only if you weasel your way out of prison.  even then you have a mountain to climb
Takedownccp777,RT @ArthurSchwartz: @JoeBiden What’s up Joe? https://t.co/FBUb593CO2
Jamesr349,@JoeBiden Comments Joe?  https://t.co/dQj9AV6O4b
BubbaSeymourTN,"@JoeBiden If Obamacare is so great, why are you not enrolled?"
miyabeingvegan,@JoeBiden @KamalaHarris 20 days of not getting my vote #VoteGreen2020
cliffordtallma1,@JoeBiden We will vote
groyned,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Anna29971561,@JoeBiden https://t.co/VGT1Yk2fZD
A91AG,@JoeBiden You want control. We don’t need to be controlled. How’s the Hunter Fiasco doing about now?  You must be a… https://t.co/1tUfBgRKFZ
JustPjx,@JoeBiden Yes sir Mr. President-elect
Takedownccp777,RT @hongyihope: @JoeBiden https://t.co/s6kwaV8ncG
zwraithz,@JoeBiden https://t.co/1KjO7h1QfM
Bill76910751,@JoeBiden Give the American people a chance to rid our country of career politicians like you Joe! Time for Joe to go!
Takedownccp777,@JoeBiden https://t.co/gjmxlB3SY3
ToddKrieger1,"@JoeBiden ""Donald Trump wants to destroy Obamacare.""  That's reason enough to vote for him....  ""I want to protect… https://t.co/BD8FkMzujv"
BabcockAlan,@JoeBiden Early voting in Texas &amp; Georgia is. At Snarl past because of computer Bandwidth  Tech Stock's need to drop📉 because of Issue ❗❗
EmoTeenRelapse,@JoeBiden @tessevano https://t.co/WUBDcuFclt
zwraithz,@JoeBiden https://t.co/1KjO7h1QfM
gurggullingfart,@JoeBiden No you won't.
RaiseHellTexas,"@JoeBiden I just voted for you in Texas, President Biden! #VoteBidenHarrisToSaveAmerica"
azJoeAlston,"@JoeBiden It was bad legislation to begin with. Instead, encourage legislators to start over."
TruthHonestyRe1,"@JoeBiden But you are running for the senate, right? 😬 😇 😂 #TrumpLandslideVictory2020"
MichaelRKing6,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
ArtRoomBlog,@JoeBiden We already have one
Chris43549942,@JoeBiden It was never meant to work in the first place. It was to be an excuse to go to single payer because the D… https://t.co/B0UQNeQJG3
Takedownccp777,@JoeBiden https://t.co/38H5hzOvw7
onlythefactssir,"RT @SteveHofstetter: @JoeBiden I know Texas has been red for a long time, but it’s going to look so good in blue."
Calvin_N_Hawgs,"@JoeBiden He’s not the only one who wants to destroy it, so do I."
choppyguillotte,"@JoeBiden Yes, thank you. This is more like it. Thoughts @realDonaldTrump ?"
Jomama1930,@JoeBiden You don’t need 20 days. I found your son. https://t.co/xRQOkl4eIL
IrishMom3553,RT @ddheruiz: @JoeBiden @DrMcKinn Donald Trump IS destroying America. And we need a leader to fix it Joe Biden #VoteBlueToEndThisNightmare…
TylerHemmings,"@JoeBiden You’re not going to be president at all. Even if you win, Pelosi and the rest of Dems will find a way to… https://t.co/wvg1ZqwYV0"
76kmssmk,"@JoeBiden @JoeBiden wants to inflict expensive crappy care on everyone--it's that simple, folks. https://t.co/cR6DpD5riz"
GarthJocelyn,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
EdForFreedom,@JoeBiden https://t.co/g6tQhysn2S
Tasker0820,@JoeBiden https://t.co/35xBz3qTxX what about this Joe ???
rhondaweaver,@JoeBiden https://t.co/TdwKUhwaiq
ppe_sale,@JoeBiden 47 years and still clueless
KenWest45,@JoeBiden Hard pass.  Less corruption is a better idea.
TheRealHoge,@JoeBiden It’s terrible that people are dying joe but predictions in March and April were 2-3 million dead.   What… https://t.co/c4oyOKTsAA
DouglasLMcWhor1,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
WebbStation,@JoeBiden “Nothing will fundamentally change”.    Joe Biden  “Let them eat cake”.   Nancy Pelosi
RolandTucker1,@JoeBiden You will never be president. You are the only presidential candidate under active criminal investigation in our history.
ANGELES06130996,@JoeBiden https://t.co/SS3oe1tdvj
Orvinskie,@JoeBiden If its so great I'm sure you use it. Right Joe ?
Kimberl96307348,@JoeBiden Even @Snowden? Promise.
NorrisTrump,@JoeBiden Get ready... #November3rd #MAGA2020 #4MoreYears https://t.co/xeMy0fIztt
toots2545,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
CryptoBiting,"@JoeBiden No thanks, I dont want to be fined if I cant afford Obamacare, I dont want to be forced to pay more for s… https://t.co/36Oky4gjzh"
DGshimba,@JoeBiden  Move it @SymoneDSanders https://t.co/VvA1DeTcCH
