users,text
hale92276,@JoeBiden Hiding with your tail between your legs isn't very presidential.
rentfred,@JoeBiden Obama care is a rip-off
Takedownccp777,@JoeBiden https://t.co/G40XJO5EQV
JacquelineHine1,RT @commentary_a: @JoeBiden @KamalaHarris @BarackObama @SpeakerPelosi @SenSchumer @VP @senatemajldr @GOPLeader @LindseyGrahamSC @marcorubio…
bmwbluetool,@JoeBiden Better take care of your family before working about DJT.
IiiCooke,@JoeBiden @EaglesFanM It should be destroyed!!!!!
jacksonscot9,@JoeBiden The Government forcing everyone to purchase something is unconstitutional.
Takedownccp777,@JoeBiden https://t.co/bJkioR4Re7
bellomo_joanne,@JoeBiden  Ridin' Bitch https://t.co/EU9C0wVYuY via @YouTube
JesseODigital,@JoeBiden @KamalaHarris https://t.co/oyhG7me8Oa
ThothThought,@JoeBiden https://t.co/1ZW49Hc6KM
ZachArm90057334,@JoeBiden You want to get more opportunity for you son and sell out the government. Just like the @nypost reported this morning.
Teddy_Barnes_,@JoeBiden https://t.co/NT4GRqn7nW
bigfrogman,@JoeBiden https://t.co/eWBlcKLKvg
Vandy2V,@JoeBiden All 50 people?  How is the run for Senate going?
DavidKavetsky,@JoeBiden Simply exspensive
JGTeam24FAN,@JoeBiden we found Hunter‼️‼️👇🏻👇🏻👇🏻👇🏻 https://t.co/m6nZZsYzOh
lfaith35,@JoeBiden https://t.co/wHUqIHjBuL
pinksparkle4all,@JoeBiden What is #osamagate?
RedWaveForever1,@JoeBiden And for any foreign government that will pay your family money
JamSam47032684,@JoeBiden Vote for Biden
rolaaus,@JoeBiden Does that include the 'racial jungle you didn't want your son to grow up in?!?!?
Takedownccp777,@JoeBiden https://t.co/wb3Typ5uEm
Renewlifenow,@JoeBiden https://t.co/OaCQFV6YfR
TopsailAdams,@JoeBiden This is the whole point Joe ACA is a joke.
EdTrishned2,@JoeBiden Obamacare was and is a disgrace!! If it’s so good why did you and the rest of you exempt yourselves from it?
CopalaHarris,@JoeBiden You passed something that needs constant work? Very smart and efficient!   #Trump2020
Lanie50115848,@JoeBiden Its less than a month away from elections and i still have no idea what u stand for. I hear a lot of hate… https://t.co/9KaBjjOwtD
YuriSheba,"@JoeBiden You literally told workers ""I don't work for you"".  https://t.co/0OE4gOYd5e"
TexasGarabedian,@JoeBiden @JoeBiden wants to destroy private healthcare and make everyone dependent on the government for their hea… https://t.co/3Hf3jETF0c
lakeboss2,@JoeBiden Two weeks from today you will still not REMEMBER if your running for The #senate or Dog Catcher.
GovBillabee,@JoeBiden ‘Look at this photograph’  https://t.co/5QjfJzupt8
TMabry,@JoeBiden Not a chance Joey
BerriosfEliezer,@JoeBiden 47 years and done nothing isn’t simple. Just saying
ThorsCubs,@JoeBiden obamacare is an absolute joke and ruined insurance coverage...
MAIPANTS,@JoeBiden Where is Hunter Sleepy Joe?
SoldiersSanctu1,@JoeBiden Hey Joe..... https://t.co/vf36kQA8C6
michelle1virg,@JoeBiden I do not believe Trump had Covid. I’m not the only who thinks he did it to divert from his taxes and to downplay Covid.
MCzmyrid,@JoeBiden @realDonaldTrump I tell you what after the election is over why don't you two guys go down to Appomattox… https://t.co/LkuPs7WQTg
WallsTalkShow,@JoeBiden Lord help them. Now they’re using cars and horns to fill up dead space😂😂😂 https://t.co/GTZJJ1ifxG
Christi23739548,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
tweetbud,@JoeBiden Obama care is a mandatory insurance that nobody can afford. Medicaid will work for the less fortunate.
William_muney,@JoeBiden https://t.co/r5kCqYQ56a
HeuserJames,"RT @JohnWeninger7: @JoeBiden Protect and build on what, Joe?  High premiums and deductibles?  Don't you think they're high enough already?…"
phillipeugenem1,@JoeBiden first google device magic jack
tooru_is,@JoeBiden Periof
2B_Grape_Again,@JoeBiden Not my President!! https://t.co/dJpPn9iyoI
MaGriggs,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
JrJ_09,@JoeBiden Lying dogfaced pony soldier
LibertarianMam3,"@JoeBiden He’s not forcing anyone through, it’s in the Constitution that it is his job to fill the seat.   You prob… https://t.co/AdytaRXcf5"
broncosfan65,@JoeBiden Hey @joebiden then why did you exempt yourselves from it‼️
GallegosJohn,RT @GallegosJohn: @JoeBiden @KamalaHarris In 20 days we end this nightmare! #VoteBidenHarrisToSaveAmerica #VoteBidenHarrisToEndThisNightmar…
Takedownccp777,@JoeBiden https://t.co/q3O9dbVK8Y
amanda_pompili,RT @jjalex206: @JoeBiden The real Trump healthcare plan: Activist judges overturn Affordable Care Act. No more protection for preexisting c…
vanster11,@JoeBiden https://t.co/0EIUUaiSmf
cmcahall,RT @DonlanMcKee: @JoeBiden This is simple too https://t.co/c5VMwYcDnX
tooru_is,@JoeBiden Don't have to get so political with this tweet daddy joe😫❤😾
B_Spacklecrisp,"@JoeBiden You have my vote. But when you say build on it, let's be clear, there will still be co-pays, there will N… https://t.co/4RwQNHD24Z"
abshire_gary,@JoeBiden...care to tell the truth this time? https://t.co/kOVfUjDvWU
skram84,@JoeBiden Till you're arrested
chip27070206,@JoeBiden Can’t wait
GallegosJohn,@JoeBiden @KamalaHarris In 20 days we end this nightmare! #VoteBidenHarrisToSaveAmerica… https://t.co/SppyU6Rw1Z
joanne_haywood,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
katetaylor227,"@JoeBiden No thanks, Joe. I’m happy to be done with the individual mandate! 🇺🇸🇺🇸🇺🇸"
Takedownccp777,@JoeBiden https://t.co/I5b7KQ2JSy
thepaulisbell,@JoeBiden “I’m Joe Biden and I’m running for senate.”
Valerie33174791,RT @Valerie33174791: @JoeBiden Ummm. Yes. This is what happens when a president becomes... a president.
banklick,@JoeBiden @realDonaldTrump @RealJamesWoods @FoxNews @greggutfeld @GreggJarrett @CNN @maddow @NBCNews https://t.co/srBboqGP3a
WardEdyth,@JoeBiden Voted for you this morning !!
DinoDeangelis86,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Shawkins74,@JoeBiden You mean the fully partisan legislation you passed with zero Rep votes? Not sure why you’re proud of that abomination.
djt2020_p,@JoeBiden In an effort to avoid questions about emails showing his son Hunter arranged a meeting between him and a… https://t.co/egarMR8usx
vanster11,@JoeBiden https://t.co/0EIUUa1gXF
yorkenstein85,@JoeBiden Keep govt out of the market! All you vampires do is suck us dry and ruin everything.
Conner96064777,@JoeBiden Even though obamacare was a failure
ZgDroid,@JoeBiden You are worse than any diseases known to mankind
bcneal14,@JoeBiden You literally said the other day voters don’t deserve to know your positions
JanTate18324711,RT @TheEpicDept: @JoeBiden I'm just looking for a handout. Or are those exclusively kept for the rich?
Mad_Men_Beyond,@JoeBiden Until the end of your miserable and amazingly corrupt career.
ACALobo,@JoeBiden Vitória aos Democratas! Vamos tirar o insano da Casa Branca.
DemosKrafty,@JoeBiden #stfuJoe we don’t want your #statusQuoJoe
JanTate18324711,"RT @sonicmega: @JoeBiden No, it's not that simple anymore. This isn't about being given chances, this is about being GIVEN BACK what was TA…"
bevacqua_julie,@JoeBiden https://t.co/5FSZ0GqFNT
csiausukgov,"@JoeBiden The Next News Network BREAKING: Whistleblower Drops HARD Evidence, Biden, Obama, Hillary EXECUTED Seal Team 6, Audio Proof!"
urgentfacts,@JoeBiden Please a 6/3 split on the SC cannot stand for the good of democracy &amp; not for one minute longer than nece… https://t.co/2NYDug6Mj3
Shammah26317694,@JoeBiden But Trump has more better plans than you!
DakotaFlyier,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
PBorneman,"@JoeBiden And suggests that Social Security, Medicare  and ACA can be struck down."
vanster11,@JoeBiden https://t.co/0EIUUa1gXF
MAIPANTS,@JoeBiden Where is Hunter Pal?
CsamyUs,@JoeBiden https://t.co/BaOPR87qJi
HanstadMark,@JoeBiden You are a class act and will be a far better president than trump could ever dream of being.
nikkiblakks,@JoeBiden You are welcome Mr President
HUAC2_0,"@JoeBiden Can we have a comment on this, it seems important. How about SEAL Team 6? We don't want a lid, we want an… https://t.co/y2tmZkjZr2"
DebDjed65,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
RoseH0911,@JoeBiden It can’t happen soon enough for me!
Calvin35582875,@JoeBiden What would you have done differently with the China virus?
DGshimba,"@JoeBiden   In the midst of all the cores that Trump and Media will create, show a steady hand, assure America and… https://t.co/WAbGUZFIPB"
phillipeugenem1,@JoeBiden crypto authenification from google and apple id and windows security
_EdinaGirl,"@JoeBiden ...and you’ve already called a lid for the day. Way to go get ‘em, Joe! 🙄🙄🙄"
constitution_j,@JoeBiden Do you ever listen to yourself from time to time?  I mean.....if I was black I would definitely wouldn't… https://t.co/VoIR61jM0s
mmkessler,@JoeBiden WHEN YOU'RE PRESIDENT!!
AmericansForTr6,@JoeBiden #LiedAgain Seems Emails were discovered where Hunter Biden and Joe Biden met leaders in Burisma as report… https://t.co/yIPGoVc01a
el_khaleell_,@JoeBiden Dear biden. You've my votes.
cybrpete,@JoeBiden You'll be president somewhere in some corner of your broken mind. That's it.
hapabud,"@JoeBiden no, your surviving son #unfit #liar https://t.co/tITM7HrXOh"
JeseJames12,@JoeBiden Obamacare was and will always be garbage.
scuba_diver9,@JoeBiden Who wrote this for you?
zappstate67,@JoeBiden Please destroy it
voter_pa,@JoeBiden https://t.co/FkpwjCEB16
TynaBryan,@JoeBiden @KamalaHarris Until you are arrested for Treason?? https://t.co/IBIb2tRMdn
SenseLogical,"@JoeBiden And the rest of DemonCrats want to get rid of it too, but now are crying over it. No Medicare for All you hypocrites?"
dontuworre,@JoeBiden Oops Sorry Daddy! https://t.co/wxwVRlGhKr
HanstadMark,@JoeBiden Hello Joe. I have voted for you. I voted for you seeing that I believe in you and we need to get the farc… https://t.co/xhWLARQabm
4_INAM,@JoeBiden #KEEPFOLKSALIVE
SimonMetcalfe6,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
meme0508,@JoeBiden KEEP FIGHTING HARD JOE.... I'M RIDING WITH YOU...🌀🌊💙🌀🌊💙🌀🌊💙🌀🌊💙
Takedownccp777,@JoeBiden https://t.co/Ik0oyU9Any
Ipaman724,@JoeBiden What’s Hunter doing today?
LeslieLichtl,RT @thebradfordfile: @JoeBiden Where's Hunter?
DaneGriffith79,@JoeBiden Like he was vp for all Americans huh in 2008-2016 huh?
allopolo,@JoeBiden You said it was bad during the debates
resignedgamer,"@JoeBiden from Elliott, almost 5 https://t.co/jcHtmgodml"
Mikaela1917,@JoeBiden LIAR. Trump has actually said numerous times that those with preexisting conditions will NOT be losing in… https://t.co/UAp3o9B4BG
SimondsDeb,@JoeBiden Yep. But I marched in NYC for Roe v Wade. Wish our Nation knew what Life was like for Women in the early… https://t.co/MHJDavMkZl
MLeronne,@JoeBiden #SEALteam6
JohnavenPalma,"@JoeBiden Trump wants to make a "" Better"" Care than Obama care. But then again in his eyes better is corrupt."
MySonisleftand1,@JoeBiden Except for the comment that Trump supporters don’t count.  There is that.
LadyJ__AllDay,"RT @FOOL_NELSON: @JoeBiden met with @georgesoros and Special Envoy and Coordinator of International Energy Affairs @amoshochstein, at the @…"
papaStuds55,@JoeBiden You tweet more than Orange Man Bad now. I thought you weren't going to tweet as much as him?
DeeHester15,@JoeBiden Voting for you today from Utah!
Nerdzombiegodd1,@JoeBiden Can’t wait to have a president that I don’t have to worry every single day what he will destroy next in this country.
almac0016,@JoeBiden U lied 🤥 about Burisma Hunter
Takedownccp777,@JoeBiden https://t.co/TzJ86ahcsR
Finestphemmy,@JoeBiden We're counting
ahof82,@JoeBiden Any comments on the October surprise?
Takedownccp777,@JoeBiden https://t.co/FwEbnGnZeZ
grumpy_ol_ahole,@JoeBiden You’re a 🐍 in the grass
PWR007,@JoeBiden https://t.co/pfrlQ1AHvs
djangostone,"@JoeBiden If a black person doesn't vote for you, is that person still black?"
JanTate18324711,RT @proviewsusa: @JoeBiden AND YOU FOUGHT AGAINST THAT IN CONGRESS CRIME BILL  BANKRUPTCY BILL SEGREGATIONIST WORKING TO CUT SOCIAL SECURIT…
hornetsting47,@JoeBiden Hunter Biden. 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡https://t.co/i3QuBpeJLN
Tayler_Johann7,RT @iheartmindy: @JoeBiden With all your tens of voters? 🤔 https://t.co/BczpxFLcCT
MarcoGiorgino,@JoeBiden I will vote for Trump #Trump2020 4 more years @realDonaldTrump
BryanHerbejay,@JoeBiden Are all Democrats as misinformed about the ACA as Sen Coones (D)? He stated to Judge Barrett that if the… https://t.co/4UxrVWh54V
Deplorable59,@JoeBiden Then you can put on a permanent lid 👍
signals_stock,@JoeBiden https://t.co/V1nEmwXW8L
Oldcodger16,@JoeBiden No you are not
AnonTraderX,@JoeBiden How are you going to protect it. By adding more bronze silver and gold plans that charge you hundreds for little care.
PoliticalView24,@JoeBiden Liar
Tayler_Johann7,@JoeBiden ✍🏻✍🏻✍🏻 @OldTakesExposed
misenber01,@JoeBiden Dear Senator Biden: Thanks for letting me know that @RealDonaldTrump wants to destroy Obamacare. Sounds l… https://t.co/FFIMney3gl
Knight19Randy,@JoeBiden We will have 4 and 1/2 more years of Trump. And then you can have Beijing Biden after that!
david_vonmering,@JoeBiden FOLKS
JimR1947,@JoeBiden https://t.co/XWmDoosVwF
Cedarlady,RT @Oldbutcares: @JoeBiden Donald Dump &amp; his cronies know you cannot stop this process and are using this to draw our attention away from 2…
RandyFl97389706,@JoeBiden Pedophile says what
JR_Garage,"@JoeBiden Tell your ""handlers"" to stop tweeting so much... We all know your not smart enough to turn the thing on."
slipwagon,@JoeBiden The majority of Americans want #MedicareForAll not #Obamacare. Why won't either party listen to the people?
RickRoser1,@JoeBiden I wish you the Best of Luck Sir
EdwardW136116,@JoeBiden https://t.co/lr9j03k3nf
nhguy03253,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
MattLevine123,@JoeBiden No... it would just be for those four people.
Manevalderrama,@JoeBiden @ALJEEZW the virus did not produce @realDonaldTrump it the whole world has seen the hard work that has be… https://t.co/B3vc5AQvYW
RealZongkers,@JoeBiden My health insurance rates tripled because of your disaster of Obamacare......I cannot afford to be sick now. It's a disaster
Fuego_FH,@JoeBiden @KamalaHarris when are the Biden Harris aviators 👓 coming?
Floridalady42,@JoeBiden @Lawrence https://t.co/RciLixs5QB
RandyDascher,@JoeBiden I want a naked picture of @evilhag as my screensaver but you don't see me crying about it.
chris515_,@JoeBiden It’s pretty obvious why you shot the video from that angle 😂 why didn’t you do it from the stage or one of those scissor lifts?
QG90626900,"@JoeBiden Can we also focus on the whole making abortion illegal thing? That’s pretty important too, unless that fa… https://t.co/oVGxBhTmHb"
mrsharky81,@JoeBiden @dylanmsmitty You have my vote!!
hubbardhawkeye,@JoeBiden Im glad he wants to end it
mx1035_m,@JoeBiden It feels like 20 years. Hurry up already!
phillipeugenem1,@JoeBiden legalized now party about document on computer final web secured boot with person aunthenifcation to iden… https://t.co/nCgTAgnQCs
WinningTV_,@JoeBiden called a lid @ 9:45AM. The news of his lies and corruption was too much to handle.
redoakhayden,@JoeBiden Texas better VOTE RED https://t.co/WYxP5TLVAC
ItsmePaul48,@JoeBiden TRUMP 2020!
